document_id,label_id,user_id,prob
299,6.0,2,0.9418639621476284
300,6.0,2,0.9977862966968265
301,5.0,2,0.9999863504845137
302,5.0,2,0.9999612450478987
303,6.0,2,0.986919738605615
304,5.0,2,0.9181833357775773
305,5.0,2,0.9999999999999609
306,6.0,2,0.9419725155434544
307,5.0,2,0.9988047737383827
308,5.0,2,0.9413475001551211
309,6.0,2,0.9439762279758206
310,6.0,2,0.9986664562839895
311,6.0,2,0.9272694200395195
312,6.0,2,0.9969416632344587
313,6.0,2,0.9627252805238845
314,5.0,2,0.8801064668371794
315,6.0,2,0.9458227222295588
316,6.0,2,0.9321539889655902
318,6.0,2,0.9052390313350908
319,5.0,2,0.9999113545750153
320,5.0,2,0.500225707741548
321,6.0,2,0.9882999363288236
322,6.0,2,0.9778246543427109
323,5.0,2,0.8484457647054288
324,5.0,2,0.9916810135519321
325,5.0,2,0.9234272480264207
326,5.0,2,0.8851682124825727
327,5.0,2,0.9749813846450075
328,5.0,2,0.9973419121144361
329,5.0,2,0.8126914453557527
330,6.0,2,0.9991129268655875
331,5.0,2,0.9908570296348171
332,6.0,2,0.9551834126704133
333,5.0,2,0.9021442187334066
334,5.0,2,0.9942501481782784
335,6.0,2,0.9455442526972965
336,6.0,2,0.98415846851326
337,6.0,2,0.9707094827109733
338,5.0,2,0.9143195949475948
339,6.0,2,0.8142776459123571
340,6.0,2,0.9965185303858369
341,6.0,2,0.6747560804234818
342,5.0,2,0.9328737619854435
343,6.0,2,0.9701575030364193
344,5.0,2,0.9838880004520282
345,5.0,2,0.9881158701094915
346,5.0,2,0.9999707958691887
347,5.0,2,0.98687660323508
348,5.0,2,0.9975338108050242
349,6.0,2,0.9918142292269174
350,6.0,2,0.8938384593748844
351,5.0,2,0.9458078177489102
352,5.0,2,0.9391646982082615
353,5.0,2,0.9982653526351466
354,5.0,2,0.998791494900537
355,6.0,2,0.922889499099826
356,6.0,2,0.9099396958222374
357,5.0,2,0.9672624331065328
358,6.0,2,0.8927720176745948
359,5.0,2,0.7817249383608038
360,6.0,2,0.5345574130106138
361,6.0,2,0.8774496443890439
362,5.0,2,0.8767797927644092
363,5.0,2,0.8836871552677636
364,6.0,2,0.8188968027113248
365,6.0,2,0.9059933160928085
366,6.0,2,0.9998858172071727
367,6.0,2,0.917318109567311
368,5.0,2,0.9873265740686303
369,6.0,2,0.8233319465404141
370,6.0,2,0.9532987275123829
371,6.0,2,0.9616883413237269
372,6.0,2,0.9269846401225089
373,5.0,2,0.9709646352104635
374,5.0,2,0.9831555843326912
375,5.0,2,0.7417791821772949
376,5.0,2,0.999868244904273
377,5.0,2,0.9999999925705289
378,6.0,2,0.7984089713746736
379,6.0,2,0.9850220305412428
380,6.0,2,0.7008593371257738
381,5.0,2,0.9830308603762687
382,6.0,2,0.8196223935420573
383,6.0,2,0.9949420846412497
384,6.0,2,0.9303232674052629
385,6.0,2,0.9848560167828458
386,6.0,2,0.9393815688315971
387,5.0,2,0.9836672116190108
388,5.0,2,0.9170716296563863
389,5.0,2,0.9427453170567607
390,5.0,2,0.9480609119301523
391,5.0,2,0.9689300260080751
392,5.0,2,0.9847569221047743
393,6.0,2,0.9987331339070539
394,6.0,2,0.9252769138672735
395,5.0,2,0.9992969576168113
396,5.0,2,0.7187900447667868
397,5.0,2,1.0
398,5.0,2,0.965983621617477
399,5.0,2,0.9829331102065268
400,6.0,2,0.7702932627637376
401,6.0,2,0.7895117521024416
402,5.0,2,0.913718254133047
403,6.0,2,0.9415414306421261
404,6.0,2,0.8657147950031936
405,6.0,2,0.8649469351233368
406,6.0,2,0.9720800046212668
407,6.0,2,0.9999996601594592
408,6.0,2,0.883021775141103
409,5.0,2,1.0
410,6.0,2,0.9873638652598902
411,6.0,2,0.9469527486424573
412,6.0,2,0.9259474682867187
413,5.0,2,0.9552996824651547
414,5.0,2,0.9916723829345081
415,6.0,2,0.999985741228217
416,6.0,2,0.9216614324597534
417,6.0,2,0.9715005238452057
418,5.0,2,0.9295610944994757
419,6.0,2,0.9946119349435634
420,5.0,2,0.9924430161249289
421,6.0,2,0.9927089625220248
422,6.0,2,0.9815271811216347
423,6.0,2,0.9375410786165252
424,6.0,2,0.8931196516443805
425,6.0,2,0.9183983558959746
426,6.0,2,0.8645211198989257
427,6.0,2,0.8101384726152543
428,6.0,2,0.9151651167629152
429,5.0,2,0.9078728077546766
430,6.0,2,0.951823151170531
431,6.0,2,0.8238761479401159
432,6.0,2,0.9638585549045771
433,6.0,2,0.9592822461652013
434,6.0,2,0.9917032332151113
435,6.0,2,0.8783472988078737
436,6.0,2,0.9550464429679637
437,6.0,2,0.9999360947589897
438,6.0,2,0.9821193614000647
439,6.0,2,0.9098068242578063
440,5.0,2,0.9467686674118677
441,6.0,2,0.9736080737797522
442,6.0,2,0.998238563656204
443,6.0,2,0.995329072875032
444,6.0,2,0.9896696832905114
445,6.0,2,0.8452307662095725
446,6.0,2,0.9803656423575564
447,6.0,2,0.9347325125601894
448,6.0,2,0.9514348809925325
449,6.0,2,0.8711659031369556
450,5.0,2,0.9897809001348947
451,6.0,2,0.9887398815705416
452,6.0,2,0.9591985758466136
453,6.0,2,0.8747959811894149
454,6.0,2,0.9200744459218362
455,5.0,2,0.8989002766981385
456,5.0,2,0.9992212903203765
457,6.0,2,0.9256062097557102
458,6.0,2,0.7124004016135445
459,5.0,2,0.9603408423567155
460,6.0,2,0.9994985345769405
461,5.0,2,0.9999997339521627
462,6.0,2,0.9180730695956257
463,6.0,2,0.9898491997961858
464,6.0,2,0.9973351349496928
465,6.0,2,0.9772802235093038
466,6.0,2,0.8928193069468141
467,5.0,2,0.9803178347510796
468,6.0,2,0.7645020658709374
469,6.0,2,0.962696155573445
470,6.0,2,0.9996634156786917
471,6.0,2,0.9923135368733479
