document_id,label_id,user_id,prob
299,6.0,2,0.5445873567395856
300,6.0,2,0.9431378636255551
301,5.0,2,0.9658757874423272
302,5.0,2,0.9666118401543811
303,6.0,2,0.9484455730272722
304,5.0,2,0.918993112312004
305,5.0,2,0.9979608154347199
306,5.0,2,0.6762716939758421
307,5.0,2,0.9054867749466264
308,5.0,2,0.8324130726690749
309,5.0,2,0.5900317296244377
310,6.0,2,0.9289885495608431
311,6.0,2,0.7682548405205321
312,6.0,2,0.9023054893690433
313,6.0,2,0.8814467067532433
314,5.0,2,0.764843618432386
315,6.0,2,0.902353373451491
316,6.0,2,0.9384839965720493
318,6.0,2,0.8056682701677836
319,5.0,2,0.9889338118954637
320,6.0,2,0.620288461608997
321,6.0,2,0.8398499093004264
322,6.0,2,0.9352271873351345
323,5.0,2,0.7113613039184934
324,5.0,2,0.9043394068174461
325,5.0,2,0.850749723073088
326,5.0,2,0.8839966183410297
327,5.0,2,0.9326776411441534
328,5.0,2,0.8237033620371632
329,5.0,2,0.9339560328018984
330,6.0,2,0.9798780962676537
331,5.0,2,0.7462922105755753
332,6.0,2,0.9624999868267541
333,5.0,2,0.8948330920135502
334,5.0,2,0.9593743730172073
335,6.0,2,0.9181242978039473
336,5.0,2,0.7867575480459068
337,6.0,2,0.8360072788176509
338,5.0,2,0.7204087983412777
339,6.0,2,0.614599614968889
340,6.0,2,0.8247888388280374
341,5.0,2,0.6204531683728156
342,5.0,2,0.7060883409236431
343,6.0,2,0.7933136327534467
344,5.0,2,0.6927608352579813
345,5.0,2,0.6314874817281421
346,5.0,2,0.9674341039148711
347,5.0,2,0.5686801794130649
348,5.0,2,0.8308835760034752
349,6.0,2,0.922216209530213
350,5.0,2,0.5426297238483131
351,5.0,2,0.6502185791895265
352,5.0,2,0.7521473135149507
353,5.0,2,0.9065471038072794
354,5.0,2,0.9441660380778898
355,5.0,2,0.5016831164984088
356,5.0,2,0.5016831164984088
357,5.0,2,0.5090618890416638
358,5.0,2,0.518187872461704
359,5.0,2,0.5817816303181848
360,5.0,2,0.9083456245624196
361,5.0,2,0.6187553712608269
362,5.0,2,0.9189929186268411
363,5.0,2,0.9189929186268411
364,6.0,2,0.5621153734443024
365,5.0,2,0.5369938866224917
366,6.0,2,0.9782901873153187
367,5.0,2,0.5016831164984088
368,5.0,2,0.6620740950260366
369,6.0,2,0.5804552000656099
370,6.0,2,0.5626156379075338
371,6.0,2,0.8107025867635589
372,6.0,2,0.7059494271218162
373,5.0,2,0.7062194640351388
374,5.0,2,0.7482532421810507
375,5.0,2,0.6269655699621504
376,5.0,2,0.91662481173686
377,5.0,2,0.9885142744812254
378,5.0,2,0.6153629377999246
379,6.0,2,0.5582145322679686
380,5.0,2,0.5902710094031207
381,5.0,2,0.7014990319955405
382,6.0,2,0.5731892491671685
383,6.0,2,0.8204801580250034
384,6.0,2,0.7252893973330103
385,6.0,2,0.5452495301692475
386,6.0,2,0.6842424929325075
387,5.0,2,0.8541951980962225
388,5.0,2,0.7875576427689595
389,5.0,2,0.6899608245225463
390,5.0,2,0.7731276003395293
391,5.0,2,0.6397721245344218
392,5.0,2,0.788879349522299
393,6.0,2,0.8150670518612917
394,5.0,2,0.7427305554727126
395,5.0,2,0.7143049114680629
396,5.0,2,0.5174791055418129
397,5.0,2,0.9999986566685992
398,5.0,2,0.5133534510232709
399,5.0,2,0.593282397370866
400,6.0,2,0.555555899893286
401,6.0,2,0.527871336333408
402,5.0,2,0.7415240957142464
403,6.0,2,0.6107091232422939
404,5.0,2,0.5728316494108938
405,6.0,2,0.5613651465777788
406,5.0,2,0.5395701582281005
407,6.0,2,0.9930264678610821
408,6.0,2,0.5585830520038368
409,5.0,2,0.9999999441018763
410,6.0,2,0.7596918274686831
411,5.0,2,0.5346913087865521
412,5.0,2,0.6098660270196603
413,5.0,2,0.7435951328654117
414,6.0,2,0.5186124114373636
415,6.0,2,0.9449309535408476
416,6.0,2,0.6772802527069274
417,5.0,2,0.5447710004191908
418,5.0,2,0.5318014787135752
419,6.0,2,0.7417099267103902
420,5.0,2,0.7771283127805133
421,6.0,2,0.649999648057834
422,6.0,2,0.6993052329598572
423,6.0,2,0.6118621361441042
424,6.0,2,0.837784376384774
425,6.0,2,0.5585830520038368
426,5.0,2,0.5316596953091074
427,5.0,2,0.5973266373976405
428,5.0,2,0.5027532987135965
429,5.0,2,0.5796490880402873
430,5.0,2,0.5365897805090496
431,5.0,2,0.5935345519916275
432,6.0,2,0.5584384649137254
433,6.0,2,0.7027499997748786
434,6.0,2,0.7825401959854211
435,6.0,2,0.5008779416988858
436,5.0,2,0.6086873656297159
437,6.0,2,0.9071027870613809
438,6.0,2,0.77464182991203
439,6.0,2,0.5823263434402827
440,5.0,2,0.7004850991018831
441,5.0,2,0.5124104307547184
442,6.0,2,0.7305636930895828
443,6.0,2,0.5880376027430392
444,6.0,2,0.5894410033234229
445,5.0,2,0.5501478865228593
446,6.0,2,0.6534039300472838
447,6.0,2,0.5151674377328246
448,6.0,2,0.5715923509919763
449,5.0,2,0.7213518931302423
450,5.0,2,0.7390747848586169
451,6.0,2,0.5671312937549285
452,6.0,2,0.5805004371199701
453,5.0,2,0.7402624460909861
454,6.0,2,0.5002720684756664
455,5.0,2,0.8755646905408222
456,5.0,2,0.8767766050214997
457,5.0,2,0.5886421016486763
458,5.0,2,0.56989772305348
459,5.0,2,0.5138607552500853
460,6.0,2,0.6823234617181502
461,5.0,2,0.8849091427075368
462,6.0,2,0.5327173486631028
463,6.0,2,0.9187166756870471
464,6.0,2,0.872722681170861
465,6.0,2,0.8118244620163677
466,6.0,2,0.5859211277180495
467,5.0,2,0.7782895121634461
468,5.0,2,0.5296027592005104
469,6.0,2,0.7430716305474095
470,6.0,2,0.8897550671692668
471,6.0,2,0.6906894217792002
472,6.0,2,0.7111869493049013
473,6.0,2,0.5726853516569476
474,5.0,2,0.7806139238138604
476,5.0,2,0.6581291165307647
477,5.0,2,0.5016831164984088
478,5.0,2,0.9857890892434086
479,6.0,2,0.6191877942942718
480,6.0,2,0.5094213756043309
481,5.0,2,0.523610071789441
482,6.0,2,0.5223641212591185
483,5.0,2,0.5723710001324287
484,5.0,2,0.8207811201450468
485,5.0,2,0.6211770414473227
486,6.0,2,0.5013431364663024
487,5.0,2,0.803516138519425
488,6.0,2,0.5266662081021137
489,6.0,2,0.6510680504208018
490,5.0,2,0.5725763180664115
491,5.0,2,0.820703524348883
492,5.0,2,0.6534808550081981
493,6.0,2,0.6416173312285267
494,5.0,2,0.7081336880987696
495,6.0,2,0.7262152758541861
496,6.0,2,0.5784902750316557
